-2.11205	-2.62472
-2.09208	-2.64079
-2.07211	-2.65686
-2.05214	-2.67293
-2.03217	-2.689
-2.0122	-2.70507
-1.99223	-2.72114
-1.97226	-2.73721
-1.95229	-2.75328
-1.93232	-2.76935
-1.91235	-2.78541
-1.89238	-2.80148
-1.87241	-2.81755
-1.85244	-2.83362
-1.83247	-2.84969
-1.8125	-2.86576
-1.79253	-2.88183
-1.77256	-2.8979
-1.75259	-2.91397
-1.73262	-2.93004
-1.71265	-2.94611
-1.69268	-2.96218
-1.67271	-2.97825
-1.65274	-2.99432
-1.63277	-3.01039
-1.6128	-3.02646
-1.59283	-3.04253
-1.57286	-3.05859
-1.55289	-3.07466
-1.53292	-3.09073
-1.51295	-3.1068
-1.49298	-3.12287
-1.47301	-3.13894
-1.45304	-3.15501
-1.43307	-3.17108
-1.4131	-3.18715
-1.39313	-3.20322
-1.37316	-3.21929
-1.35319	-3.23536
-1.33322	-3.25143
-1.31325	-3.2675
-1.29328	-3.28357
-1.27331	-3.29964
-1.25334	-3.31571
-1.23337	-3.33177
-1.2134	-3.34784
-1.19343	-3.36391
-1.17346	-3.37998
-1.15349	-3.39605
-1.13352	-3.41212
-1.11355	-3.42819
-1.09358	-3.44426
-1.07361	-3.46033
-1.05364	-3.4764
-1.03367	-3.49247
-1.0137	-3.50854
-0.993729	-3.52461
-0.973759	-3.54068
-0.953789	-3.55675
-0.933819	-3.57282
-0.913849	-3.58889
-0.893879	-3.60495
-0.873909	-3.62102
-0.853939	-3.63709
-0.833969	-3.65316
-0.813999	-3.66923
-0.794029	-3.6853
-0.774059	-3.70137
-0.754089	-3.71744
-0.734119	-3.73351
-0.714149	-3.74958
-0.694179	-3.76565
-0.674209	-3.78172
-0.654239	-3.79779
-0.634269	-3.81386
-0.614299	-3.82993
-0.594329	-3.846
-0.574359	-3.86207
-0.554389	-3.87813
-0.534419	-3.8942
-0.514449	-3.91027
-0.494479	-3.92634
-0.474509	-3.94241
-0.454539	-3.95848
-0.434569	-3.97455
-0.414599	-3.99062
-0.394629	-4.00669
-0.374659	-4.02276
-0.354689	-4.03883
-0.334719	-4.0549
-0.314749	-4.07097
-0.294779	-4.08704
-0.274809	-4.10311
-0.254839	-4.11918
-0.234869	-4.13525
-0.214899	-4.15131
-0.194929	-4.16738
-0.174959	-4.18345
-0.154989	-4.19952
-0.135019	-4.21559
-0.115049	-4.23166
-0.0950787	-4.24773
-0.0751087	-4.2638
-0.0551387	-4.27987
-0.0351688	-4.29594
-0.0151988	-4.31201
0.00477122	-4.32808
0.0247412	-4.34415
0.0447112	-4.36022
0.0646812	-4.37629
0.0846512	-4.39236
0.104621	-4.40843
0.124591	-4.42449
0.144561	-4.44056
0.164531	-4.45663
0.184501	-4.4727
0.204471	-4.48877
0.224441	-4.50484
0.244411	-4.52091
0.264381	-4.53698
0.284351	-4.55305
0.304321	-4.56912
0.324291	-4.58519
0.344261	-4.60126
0.364231	-4.61733
0.384201	-4.6334
0.404171	-4.64947
0.424141	-4.66554
0.444111	-4.68161
0.464081	-4.69767
0.484051	-4.71374
0.504021	-4.72981
0.523991	-4.74588
0.543961	-4.76195
0.563931	-4.77802
0.583901	-4.79409
0.603871	-4.81016
0.623841	-4.82623
0.643811	-4.8423
0.663781	-4.85837
0.683751	-4.87444
0.703721	-4.89051
0.723691	-4.90658
0.743661	-4.92265
0.763631	-4.93872
0.783601	-4.95479
0.803571	-4.97085
0.823541	-4.98692
0.843511	-5.00299
0.863481	-5.01906
0.883451	-5.03513
0.903421	-5.0512
0.923391	-5.06727
0.943361	-5.08334
0.963331	-5.09941
0.983301	-5.11548
1.00327	-5.13155
1.02324	-5.14762
1.04321	-5.16369
1.06318	-5.17976
1.08315	-5.19583
1.10312	-5.2119
1.12309	-5.22797
1.14306	-5.24403
1.16303	-5.2601
1.183	-5.27617
1.20297	-5.29224
1.22294	-5.30831
1.24291	-5.32438
1.26288	-5.34045
1.28285	-5.35652
1.30282	-5.37259
1.32279	-5.38866
1.34276	-5.40473
1.36273	-5.4208
1.3827	-5.43687
1.40267	-5.45294
1.42264	-5.46901
1.44261	-5.48508
1.46258	-5.50115
1.48255	-5.51721
1.50252	-5.53328
1.52249	-5.54935
1.54246	-5.56542
1.56243	-5.58149
1.5824	-5.59756
1.60237	-5.61363
1.62234	-5.6297
1.64231	-5.64577
1.66228	-5.66184
1.68225	-5.67791
1.70222	-5.69398
1.72219	-5.71005
1.74216	-5.72612
1.76213	-5.74219
1.7821	-5.75826
1.80207	-5.77433
1.82204	-5.79039
1.84201	-5.80646
1.86198	-5.82253
-3.89153	-1.22858
-3.88452	-1.25079
-3.87751	-1.273
-3.87049	-1.29521
-3.86348	-1.31742
-3.85647	-1.33963
-3.84946	-1.36184
-3.84245	-1.38405
-3.83544	-1.40626
-3.82842	-1.42846
-3.82141	-1.45067
-3.8144	-1.47288
-3.80739	-1.49509
-3.80038	-1.5173
-3.79337	-1.53951
-3.78635	-1.56172
-3.77934	-1.58393
-3.77233	-1.60614
-3.76532	-1.62835
-3.75831	-1.65055
-3.7513	-1.67276
-3.74428	-1.69497
-3.73727	-1.71718
-3.73026	-1.73939
-3.72325	-1.7616
-3.71624	-1.78381
-3.70923	-1.80602
-3.70221	-1.82823
-3.6952	-1.85044
-3.68819	-1.87265
-3.68118	-1.89485
-3.67417	-1.91706
-3.66716	-1.93927
-3.66014	-1.96148
-3.65313	-1.98369
-3.64612	-2.0059
-3.63911	-2.02811
-3.6321	-2.05032
-3.62509	-2.07253
-3.61807	-2.09474
-3.61106	-2.11694
-3.60405	-2.13915
-3.59704	-2.16136
-3.59003	-2.18357
-3.58302	-2.20578
-3.576	-2.22799
-3.56899	-2.2502
-3.56198	-2.27241
-3.55497	-2.29462
-3.54796	-2.31682
-3.54095	-2.33903
-3.53393	-2.36124
-3.52692	-2.38345
-3.51991	-2.40566
-3.5129	-2.42787
-3.50589	-2.45008
-3.49888	-2.47229
-3.49186	-2.4945
-3.48485	-2.5167
-3.47784	-2.53891
-3.47083	-2.56112
-3.46382	-2.58333
-3.45681	-2.60554
-3.44979	-2.62775
-3.44278	-2.64996
-3.43577	-2.67217
-3.42876	-2.69438
-3.42175	-2.71659
-3.41474	-2.73879
-3.40772	-2.761
-3.40071	-2.78321
-3.3937	-2.80542
-3.38669	-2.82763
-3.37968	-2.84984
-3.37267	-2.87205
-3.36565	-2.89426
-3.35864	-2.91647
-3.35163	-2.93867
-3.34462	-2.96088
-3.33761	-2.98309
-3.3306	-3.0053
-3.32359	-3.02751
-3.31657	-3.04972
-3.30956	-3.07193
-3.30255	-3.09414
-3.29554	-3.11635
-3.28853	-3.13855
-3.28152	-3.16076
-3.2745	-3.18297
-3.26749	-3.20518
-3.26048	-3.22739
-3.25347	-3.2496
-3.24646	-3.27181
-3.23945	-3.29402
-3.23243	-3.31623
-3.22542	-3.33844
-3.21841	-3.36064
-3.2114	-3.38285
-3.20439	-3.40506
-3.19738	-3.42727
-3.19036	-3.44948
-3.18335	-3.47169
-3.17634	-3.4939
-3.16933	-3.51611
-3.16232	-3.53832
-3.15531	-3.56052
-3.14829	-3.58273
-3.14128	-3.60494
-3.13427	-3.62715
-3.12726	-3.64936
-3.12025	-3.67157
-3.11324	-3.69378
-3.10622	-3.71599
-3.09921	-3.7382
-3.0922	-3.7604
-3.08519	-3.78261
-3.07818	-3.80482
-3.07117	-3.82703
-3.06415	-3.84924
-3.05714	-3.87145
-3.05013	-3.89366
-3.04312	-3.91587
-3.03611	-3.93808
-3.0291	-3.96029
-3.02208	-3.98249
-3.01507	-4.0047
-3.00806	-4.02691
-3.00105	-4.04912
-2.99404	-4.07133
-2.98703	-4.09354
-2.98001	-4.11575
-2.973	-4.13796
-2.96599	-4.16017
-2.95898	-4.18238
-2.95197	-4.20459
-2.94496	-4.22679
-2.93794	-4.249
-2.93093	-4.27121
-2.92392	-4.29342
-2.91691	-4.31563
-2.9099	-4.33784
-2.90289	-4.36005
-2.89587	-4.38226
-2.88886	-4.40447
-2.88185	-4.42668
-2.87484	-4.44889
-2.86783	-4.4711
-2.86082	-4.4933
-2.8538	-4.51551
-2.84679	-4.53772
-2.83978	-4.55993
-2.83277	-4.58214
-2.82576	-4.60435
-2.81875	-4.62656
-2.81173	-4.64877
-2.80472	-4.67098
-2.79771	-4.69319
-2.7907	-4.7154
-2.78369	-4.73761
-2.77668	-4.75981
-2.76966	-4.78202
-2.76265	-4.80423
-2.75564	-4.82644
-2.74863	-4.84865
-2.74162	-4.87086
-2.73461	-4.89307
-2.72759	-4.91528
-2.72058	-4.93749
-2.71357	-4.9597
-2.70656	-4.98191
-2.69955	-5.00412
-2.69254	-5.02632
-2.68552	-5.04853
-2.67851	-5.07074
-2.6715	-5.09295
-2.66449	-5.11516
-2.65748	-5.13737
-2.65047	-5.15958
-2.64345	-5.18179
-2.63644	-5.204
-2.62943	-5.22621
-2.62242	-5.24842
-2.61541	-5.27063
-2.6084	-5.29283
-2.60138	-5.31504
-2.59437	-5.33725
-2.58736	-5.35946
-2.58035	-5.38167
-2.57334	-5.40388
-2.56633	-5.42609
-2.55931	-5.4483
-2.5523	-5.47051
-2.54529	-5.49272
-2.53828	-5.51493
-2.53127	-5.53714
-2.52426	-5.55934
-2.51725	-5.58155
-2.51023	-5.60376
-2.50322	-5.62597
-2.49621	-5.64818
-5.43428	-8.64681
-5.4218	-8.65465
-5.40933	-8.66249
-5.39686	-8.67033
-5.38439	-8.67816
-5.37192	-8.686
-5.35945	-8.69384
-5.34698	-8.70168
-5.33451	-8.70952
-5.32203	-8.71735
-5.30956	-8.72519
-5.29709	-8.73303
-5.28462	-8.74087
-5.27215	-8.74871
-5.25968	-8.75655
-5.24721	-8.76438
-5.23474	-8.77222
-5.22226	-8.78006
-5.20979	-8.7879
-5.19732	-8.79574
-5.18485	-8.80358
-5.17238	-8.81141
-5.15991	-8.81925
-5.14744	-8.82709
-5.13497	-8.83493
